SID,cellType,Centroid_X,Centroid_Y
1,2,395,654
1,10,387,13
1,9,31,738
1,3,563,240
1,3,394,275
1,4,551,335
1,9,29,696
1,2,71,611
1,4,254,115
1,2,180,82
1,3,729,631
1,9,234,35
1,4,432,58
1,4,40,752
1,3,205,183
1,9,301,444
1,7,709,478
1,10,654,267
1,12,246,287
1,4,655,77
1,1,653,70
1,12,354,621
1,9,31,192
1,2,509,399
1,10,606,775
1,3,730,267
1,1,85,401
1,7,521,64
1,3,603,731
1,3,164,489
1,12,57,180
1,4,140,362
1,7,171,318
1,2,385,52
1,10,638,114
1,6,285,40
1,1,716,372
1,4,426,228
1,1,288,123
1,5,481,674
1,8,234,749
1,6,407,387
1,1,391,682
1,3,95,763
1,4,638,399
1,2,569,111
1,6,437,760
1,5,7,698
1,2,540,696
1,10,479,455
1,8,287,732
1,5,588,397
1,1,21,366
1,3,710,158
1,2,550,621
1,6,190,279
1,2,461,232
1,8,541,438
1,2,602,763
1,2,198,186
1,5,614,464
1,8,567,270
1,6,781,86
1,7,663,630
1,6,431,47
1,1,296,272
1,1,548,704
1,8,738,516
1,8,485,407
1,3,578,433
1,7,98,78
1,8,194,83
1,2,624,340
1,6,365,369
1,1,466,175
1,3,96,165
1,3,100,705
1,7,733,761
1,8,764,498
1,4,547,268
1,8,500,117
1,8,743,366
1,6,534,328
1,3,108,717
1,9,635,57
1,3,28,672
1,9,508,713
1,8,171,723
1,11,88,742
1,3,749,94
1,7,649,29
1,1,661,519
1,3,361,530
1,5,709,689
1,6,564,358
1,3,487,501
1,3,261,322
1,12,40,7
1,7,530,416
1,4,375,569
1,7,476,93
1,5,671,592
1,8,481,465
1,6,295,404
1,4,701,421
1,5,762,420
1,9,392,675
1,8,707,134
1,11,328,257
1,10,585,484
1,6,464,157
1,11,706,514
1,9,528,141
1,4,525,613
1,10,73,324
1,9,338,401
1,2,133,304
1,9,84,309
1,5,211,172
1,3,751,254
1,1,241,716
1,3,411,186
1,11,95,213
1,2,63,227
1,8,97,508
1,5,123,486
1,4,420,399
1,3,773,518
1,2,87,221
1,2,133,95
1,5,569,740
1,6,238,650
1,2,547,752
1,3,367,530
1,3,659,599
1,7,286,336
1,1,263,721
1,1,710,390
1,9,29,443
1,2,524,720
1,4,183,387
1,6,711,233
1,2,130,697
1,7,308,648
1,4,504,389
1,4,733,732
1,3,528,191
1,9,408,126
1,3,333,194
1,3,702,301
1,9,468,307
1,4,282,457
1,8,566,509
1,1,722,109
1,7,585,420
1,12,302,258
1,6,67,551
1,6,598,427
1,8,575,55
1,8,594,320
1,2,341,501
1,8,600,378
1,12,83,112
1,8,502,666
1,3,743,301
1,4,476,270
1,1,271,479
1,2,372,562
1,7,624,391
1,12,238,295
1,2,495,144
1,5,277,501
1,12,775,685
1,10,615,740
1,2,41,24
1,3,58,767
1,5,250,442
1,6,350,705
1,6,506,484
1,6,283,496
1,9,739,593
1,4,455,253
1,8,711,169
1,1,200,339
1,3,539,313
1,3,536,608
1,8,407,602
1,9,628,717
1,11,775,476
1,2,55,138
1,10,92,284
1,12,670,696
1,3,180,39
1,2,462,92
1,1,133,454
1,4,104,757
1,6,453,323
1,4,518,765
1,5,651,242
1,11,658,361
1,9,206,276
1,8,438,362
1,5,694,144
1,3,219,679
1,2,68,285
1,6,279,84
1,12,118,571
1,11,16,617
1,1,239,722
1,3,322,609
1,6,637,357
1,7,448,573
1,5,584,285
1,8,560,720
1,3,324,74
1,1,512,0
1,2,754,452
1,7,348,521
1,12,724,195
1,7,656,260
1,5,720,618
1,6,369,689
1,4,573,414
1,8,460,243
1,5,767,187
1,1,247,640
1,5,165,669
1,2,248,145
1,7,277,552
1,2,168,629
1,9,197,706
1,9,371,32
1,4,679,8
1,1,739,219
1,8,71,112
1,1,558,383
1,4,213,382
1,7,34,630
1,11,431,672
1,1,435,356
1,8,280,84
1,6,561,403
1,9,111,267
1,1,146,86
1,1,7,330
1,4,618,654
1,2,607,424
1,4,466,646
1,5,143,642
1,6,491,440
1,1,745,629
1,4,25,601
1,3,768,505
1,1,421,716
1,3,677,361
1,12,564,611
1,1,222,209
1,6,221,336
1,8,91,648
1,5,734,457
1,5,418,10
1,7,298,2
1,10,666,302
1,11,349,688
1,2,576,326
1,2,94,150
1,4,766,396
1,6,130,297
1,1,96,426
1,3,196,447
1,11,776,495
1,2,37,272
1,4,400,651
1,3,432,745
1,8,273,365
1,8,332,675
1,7,775,521
1,11,279,284
1,3,209,711
1,1,162,502
1,6,148,28
1,11,88,354
1,4,556,237
1,7,749,508
1,9,759,355
1,7,276,306
1,7,525,266
1,1,752,655
1,2,397,141
1,11,271,686
1,11,465,570
1,2,152,704
1,2,679,452
1,7,311,88
1,6,182,194
1,5,537,765
1,4,561,748
1,3,661,266
1,9,404,323
1,12,111,705
1,3,313,86
1,11,386,429
1,2,96,546
1,5,206,166
1,9,668,377
1,4,285,216
1,3,284,668
1,12,218,508
1,11,758,100
1,8,62,197
1,1,225,713
1,1,10,601
1,5,469,459
1,3,728,414
1,2,176,323
1,1,526,439
1,9,229,247
1,8,590,463
1,3,779,672
1,9,212,276
1,4,510,479
1,1,756,276
1,1,344,155
1,4,333,624
1,4,146,96
1,7,163,20
1,4,491,131
1,5,623,76
1,3,467,487
1,2,683,442
1,5,325,232
1,7,413,391
1,4,671,197
1,3,92,154
1,3,277,139
1,11,664,685
1,10,559,229
1,11,721,550
1,2,382,41
1,5,62,668
1,4,376,342
1,2,94,588
1,1,770,549
1,6,437,424
1,6,132,740
1,10,526,407
1,6,164,630
1,1,119,771
1,2,461,332
1,3,600,307
1,2,85,63
1,1,563,602
1,8,604,738
1,10,752,34
1,7,311,491
1,4,738,375
1,8,476,311
1,4,338,757
1,4,55,754
1,11,700,387
1,12,45,321
1,1,84,47
1,7,340,274
1,9,736,668
1,4,405,735
1,11,221,163
1,4,14,348
1,1,668,667
1,1,542,425
1,1,209,252
1,4,541,357
1,1,222,102
1,2,336,425
1,1,84,330
1,4,252,455
1,1,215,228
1,12,455,157
1,12,97,756
1,11,428,177
1,1,324,441
1,3,625,653
1,7,302,337
1,12,629,770
1,4,459,701
1,12,265,514
1,4,570,476
1,10,82,517
1,12,205,150
1,4,124,167
1,1,60,483
1,4,730,59
1,11,16,618
1,4,771,580
1,11,19,72
1,5,412,177
1,4,580,437
1,2,632,574
1,8,697,378
1,3,149,710
1,5,194,706
1,9,572,639
1,8,483,541
1,9,511,26
1,4,498,713
1,1,310,461
1,6,725,111
1,2,174,438
1,4,505,35
1,12,411,635
1,7,390,160
1,1,20,646
1,5,288,274
1,3,666,307
1,9,356,754
1,1,250,469
1,7,342,240
1,11,205,148
1,8,628,397
1,7,223,58
1,11,613,502
1,1,319,610
1,11,585,456
1,3,52,218
1,9,114,647
1,1,633,383
1,1,504,685
1,8,338,107
1,5,640,334
1,4,754,528
1,4,672,73
1,5,80,711
1,1,756,197
1,4,361,528
1,2,552,441
1,6,63,296
1,6,103,224
1,9,570,217
1,2,268,354
1,10,6,562
1,6,99,269
1,1,26,103
1,2,660,695
1,3,72,352
1,6,515,243
1,2,403,31
1,7,430,296
1,7,95,36
1,1,40,69
1,7,528,490
1,11,157,338
1,7,503,205
1,10,57,260
1,4,528,310
1,4,20,290
1,1,442,765
1,8,440,513
1,12,591,327
1,12,515,615
1,7,430,316
1,3,365,515
1,11,170,45
1,2,503,489
1,5,160,75
1,4,633,110
1,10,506,595
1,2,524,356
1,12,296,777
1,10,679,286
1,8,93,281
1,2,734,427
1,3,685,267
1,5,461,417
1,7,33,97
1,3,765,87
1,1,540,233
1,7,410,423
1,3,525,453
1,2,625,743
1,7,123,737
1,1,325,612
1,4,293,235
1,10,645,452
1,8,437,530
1,9,511,400
1,5,570,359
1,12,216,447
1,8,771,314
1,4,670,39
1,4,265,435
1,5,685,698
1,10,456,627
1,8,495,238
1,2,82,470
1,5,714,64
1,4,731,576
1,1,766,36
1,2,537,99
1,5,703,38
1,8,658,517
1,12,174,571
1,11,737,271
1,5,749,574
1,4,788,91
1,11,341,343
1,6,54,588
1,6,120,644
1,7,322,524
1,12,75,624
1,8,407,455
1,10,342,27
1,2,42,553
1,12,684,222
1,11,447,633
1,3,621,93
1,1,292,515
1,5,36,769
1,7,677,679
1,12,100,603
1,8,531,451
1,1,582,545
1,5,485,682
1,8,114,46
1,5,673,283
1,11,167,236
1,6,243,309
1,5,186,551
1,2,704,675
1,11,1,638
1,4,492,40
1,1,92,255
1,8,531,266
1,12,491,760
1,2,129,442
1,7,197,413
1,1,609,761
1,2,738,385
1,3,541,479
1,3,588,375
1,5,112,401
1,10,524,401
1,7,193,156
1,12,361,665
1,8,347,351
1,7,241,707
1,7,195,249
1,10,73,279
1,2,139,449
1,4,63,458
1,5,206,534
1,1,504,709
1,4,29,120
1,11,492,763
1,3,627,693
1,10,80,175
1,3,178,388
1,6,602,590
1,7,54,261
1,5,571,93
1,7,184,214
1,12,355,428
1,1,708,129
1,6,626,773
1,10,51,299
1,10,335,715
1,4,92,320
1,4,558,83
1,5,268,744
1,6,409,248
1,11,214,120
1,7,424,439
1,5,774,225
1,3,747,39
1,12,190,179
1,8,450,688
1,1,618,41
1,5,57,735
1,11,370,53
1,3,329,407
1,9,13,374
1,4,18,777
1,10,209,380
1,7,713,76
1,12,438,729
1,6,680,704
1,6,223,220
1,5,677,250
1,11,160,623
1,8,534,11
1,3,545,695
1,7,241,652
1,6,179,584
1,3,50,335
1,12,97,92
1,8,376,106
1,9,145,468
1,11,456,372
1,4,379,125
1,10,445,135
1,10,335,58
1,6,678,562
1,12,772,176
1,1,54,83
1,12,71,716
1,8,416,102
1,7,680,34
1,1,391,614
1,4,762,323
1,5,673,113
1,8,13,284
1,2,67,57
1,4,606,275
1,9,409,160
1,12,677,720
1,5,276,771
1,2,248,202
1,11,559,479
1,5,316,55
1,9,659,522
1,3,697,168
1,7,618,369
1,9,526,577
1,6,512,562
1,5,33,491
1,7,144,758
1,4,89,453
1,1,539,445
1,6,480,652
1,9,41,425
1,8,260,299
1,6,257,251
1,3,268,601
1,7,574,268
1,5,354,95
1,1,75,234
1,2,678,538
1,8,650,413
1,8,581,500
1,12,185,433
1,12,469,682
1,11,638,82
1,5,373,532
1,6,570,252
1,6,730,726
1,2,601,44
1,1,367,585
1,11,319,263
1,1,254,491
1,5,28,574
1,7,410,517
1,8,280,310
1,2,485,278
1,2,757,756
1,1,782,225
1,9,625,764
1,9,331,82
1,4,653,704
1,6,707,18
1,9,468,710
1,8,628,771
1,12,455,401
1,12,247,758
1,12,673,656
1,8,580,393
1,4,668,674
1,2,780,70
1,10,349,449
1,10,728,151
1,7,522,86
1,2,762,342
1,6,556,574
1,3,293,111
1,12,517,719
1,6,645,115
1,8,530,584
1,11,311,307
1,4,492,451
1,1,505,688
1,6,764,165
1,10,419,485
1,6,698,736
1,11,9,25
1,4,764,578
1,1,646,298
1,6,381,577
1,5,248,217
1,8,136,358
1,4,430,494
1,5,58,347
1,1,281,284
1,3,327,632
1,8,651,22
1,3,649,661
1,6,395,34
1,5,500,376
1,8,693,600
1,9,674,38
1,9,126,411
1,11,606,248
1,2,132,261
1,11,259,263
1,2,233,168
1,3,561,29
1,3,425,756
1,6,532,57
1,8,426,606
1,1,282,262
1,12,350,193
1,3,225,138
1,10,346,316
1,8,577,456
1,3,37,645
1,8,453,716
1,5,78,606
1,1,453,187
1,9,739,575
1,7,747,551
1,12,486,683
1,11,151,508
1,7,356,92
1,1,12,755
1,11,668,683
1,11,319,254
1,7,155,700
1,9,569,669
1,3,160,256
1,4,680,161
1,5,375,270
1,5,277,776
1,5,609,135
1,3,333,506
1,1,501,467
1,5,749,517
1,8,395,754
1,12,623,624
1,11,155,462
1,8,15,690
1,1,63,508
1,7,450,703
1,2,284,538
1,8,545,168
1,6,76,150
1,12,540,1
1,12,157,654
1,8,424,656
1,10,768,226
1,12,682,316
1,7,23,251
1,8,563,382
1,8,337,70
1,1,185,104
1,3,554,458
1,5,594,233
1,1,118,668
1,2,480,113
1,1,748,706
1,5,729,686
1,2,442,233
1,6,408,684
1,8,287,488
1,1,237,581
1,4,476,14
1,6,779,177
1,3,633,117
1,3,314,694
1,5,477,372
1,9,762,13
1,3,82,731
1,4,150,233
1,7,424,8
1,7,210,661
1,12,498,339
1,11,311,79
1,1,317,252
1,3,16,161
1,5,117,747
1,10,407,225
1,3,210,467
1,4,741,64
1,3,455,451
1,4,85,478
1,10,483,252
1,7,97,401
1,2,208,633
1,12,41,101
1,9,482,536
1,8,753,563
1,7,182,226
1,9,517,344
1,5,519,721
1,10,661,229
1,2,658,729
1,2,406,651
1,8,728,547
1,12,122,327
1,4,124,362
1,2,491,479
1,11,162,303
1,6,339,733
1,4,702,257
1,3,532,592
1,1,18,382
1,3,108,772
1,1,464,168
1,4,611,445
1,5,758,488
1,2,281,572
1,12,193,216
1,11,398,258
1,2,641,448
1,11,266,521
1,8,708,738
1,1,517,192
1,4,156,301
1,4,358,615
1,3,353,501
1,6,668,523
1,9,133,367
1,4,205,736
1,4,718,166
1,5,557,274
1,10,454,74
1,9,229,305
1,8,556,238
1,7,681,366
1,1,527,444
1,8,88,94
1,2,151,609
1,4,713,741
1,10,669,116
1,5,211,434
1,10,746,768
1,4,675,202
1,12,696,597
1,6,592,504
1,6,342,776
1,3,355,346
1,10,645,319
1,7,222,333
1,1,397,642
1,5,325,93
1,5,346,743
1,10,356,89
1,4,23,714
1,12,206,682
1,7,739,214
1,2,269,583
1,10,618,501
1,2,447,769
1,10,318,554
1,2,487,665
1,5,137,619
1,2,635,717
1,4,62,579
1,1,477,264
1,1,266,333
1,11,582,528
1,11,714,131
1,8,203,408
1,9,167,198
1,3,323,545
1,7,641,694
1,11,452,53
1,4,217,730
1,6,621,166
1,1,720,622
1,5,508,355
1,6,19,2
1,9,680,96
1,2,589,160
1,2,585,555
1,10,616,369
1,9,765,630
1,8,26,769
1,11,270,433
1,3,746,290
1,2,333,271
1,4,408,656
1,4,185,342
1,12,87,111
1,9,194,585
1,1,443,213
1,7,287,725
1,6,77,445
1,10,284,255
1,9,760,780
1,12,269,369
1,2,39,163
1,8,332,349
1,9,381,26
1,12,132,581
1,5,43,388
1,7,429,98
1,12,313,350
1,4,266,762
1,2,523,183
1,9,91,21
1,2,532,634
1,1,654,254
1,4,25,123
1,11,88,383
1,6,267,722
1,10,432,529
1,1,372,362
1,6,173,5
1,5,369,694
1,7,688,549
1,1,722,442
1,1,157,403
1,3,471,394
1,3,176,715
1,12,326,781
1,5,510,380
1,9,779,44
1,5,200,176
1,5,475,124
1,1,772,746
1,3,207,767
1,5,82,496
1,4,143,83
1,1,374,62
1,7,566,306
1,10,667,632
1,10,314,539
1,7,457,535
1,1,498,360
1,4,385,663
1,11,564,767
1,6,488,632
1,8,67,161
1,12,258,95
1,4,412,183
1,9,757,231
1,1,368,706
1,4,516,257
1,1,213,261
1,10,637,89
1,1,320,154
1,12,350,96
1,8,160,661
1,7,662,28
1,1,553,80
1,5,268,50
1,8,473,320
1,12,593,601
1,10,703,459
1,10,56,434
1,7,143,43
1,9,525,635
1,1,232,258
1,10,781,184
1,2,474,522
1,10,387,261
1,1,475,58
1,4,256,735
1,10,96,368
1,11,90,184
1,10,320,240
1,11,651,630
1,8,585,339
1,8,754,451
1,5,782,382
1,12,549,329
1,4,13,380
1,5,347,485
1,1,202,605
1,6,233,158
1,1,82,349
1,7,293,451
1,4,621,656
1,7,464,782
1,2,230,728
1,5,286,652
1,9,49,233
1,8,761,780
1,7,400,300
1,1,517,116
1,12,72,300
1,7,774,286
1,2,1,531
1,10,749,170
1,2,127,756
1,11,708,548
1,1,123,371
1,1,469,560
1,6,227,128
1,1,508,511
1,6,101,518
1,1,527,253
1,10,202,193
1,3,715,640
1,4,331,768
1,8,278,297
1,8,541,582
1,1,617,500
1,2,611,749
1,12,395,566
1,10,495,170
1,3,554,52
1,9,172,63
1,12,132,252
1,9,716,311
1,2,259,46
1,8,18,724
1,12,453,405
1,12,237,613
1,6,436,755
1,2,350,237
1,8,379,57
1,3,322,148
1,1,733,151
1,12,154,344
1,3,206,742
1,5,548,718
1,8,762,546
1,6,777,409
1,7,689,105
1,11,269,738
1,5,507,618
1,3,575,330
1,10,674,476
1,4,678,692
1,11,745,691
1,10,603,715
1,11,248,90
1,12,62,240
1,6,466,723
1,11,632,216
1,10,69,21
1,11,695,222
1,1,484,400
1,11,76,437
1,7,5,516
1,6,90,52
1,9,776,739
1,5,587,555
1,9,270,75
1,1,97,439
1,2,167,344
1,7,365,115
1,5,653,81
1,8,559,727
1,6,746,559
1,5,530,68
1,5,620,639
1,11,546,527
1,10,570,453
1,2,738,175
1,9,570,185
1,11,674,386
1,1,272,346
1,7,44,457
1,1,672,741
1,11,597,499
1,8,44,612
1,9,482,234
1,1,691,732
1,10,626,664
1,2,497,513
1,12,107,156
1,12,745,649
1,8,86,694
1,7,31,150
1,3,93,194
1,7,537,721
1,2,571,628
1,11,331,139
1,3,410,532
1,7,775,542
1,7,742,611
1,1,199,528
1,8,252,57
1,12,61,315
1,8,462,602
1,10,662,101
1,10,347,140
1,3,190,343
1,11,82,685
1,5,195,117
1,11,444,648
1,2,284,672
1,6,217,265
1,5,635,589
1,1,18,99
1,6,708,103
1,11,689,51
1,6,124,620
1,5,117,367
1,3,151,96
1,1,368,266
1,7,570,567
1,12,219,152
1,9,100,462
1,7,700,691
1,12,616,431
1,6,475,6
1,5,535,581
1,5,247,163
1,6,643,736
1,2,8,761
1,10,336,687
1,8,20,750
1,6,123,186
1,12,603,763
1,9,564,485
1,5,423,137
1,9,384,144
1,11,563,277
1,5,155,635
1,10,113,102
1,8,26,327
1,5,463,315
1,11,206,472
1,10,195,581
1,8,528,51
1,12,114,343
1,9,497,416
1,2,373,308
1,12,724,412
1,4,688,571
1,12,225,191
1,5,27,428
1,7,329,372
1,5,250,81
1,8,528,734
1,5,669,8
1,7,638,116
1,11,723,765
1,6,88,326
1,2,650,273
1,5,327,229
1,11,29,505
1,2,643,649
1,8,737,351
1,1,721,658
1,9,648,435
1,9,343,413
1,8,138,518
1,1,400,348
1,3,158,272
1,9,128,121
1,12,701,684
1,5,6,589
1,9,773,532
1,11,674,372
1,6,165,645
1,1,519,545
1,6,519,569
1,4,92,134
1,2,23,176
1,8,460,208
1,1,91,454
1,4,654,550
1,4,665,326
1,8,13,102
1,2,570,7
1,11,234,768
1,10,541,688
1,7,441,44
1,12,573,672
1,9,542,454
1,2,430,9
1,11,719,491
1,5,667,552
1,11,757,257
1,12,294,260
1,9,589,647
1,4,157,353
1,9,171,326
1,1,520,254
1,2,579,544
1,4,588,91
1,3,676,396
1,3,669,620
1,8,347,759
1,11,740,31
1,3,497,120
1,5,525,147
1,1,445,703
1,1,290,643
1,9,8,360
1,3,443,41
1,5,38,117
1,4,212,549
1,1,389,699
1,11,662,717
1,6,383,551
1,10,129,695
1,2,182,160
1,5,373,71
1,4,477,262
1,10,304,270
1,9,540,462
1,5,649,481
1,7,701,216
1,10,737,366
1,4,105,434
1,5,56,152
1,7,36,135
1,6,562,769
1,7,451,674
1,10,23,752
1,11,488,365
1,7,461,519
1,4,573,600
1,11,85,363
1,3,204,714
1,7,144,515
1,6,588,401
1,2,208,579
1,11,2,611
1,8,49,87
1,11,268,227
1,6,321,359
1,11,8,120
1,1,734,78
1,4,52,9
1,3,534,370
1,4,86,336
1,1,179,622
1,8,516,179
1,12,185,215
1,3,288,417
1,9,359,241
1,2,371,52
1,11,604,741
1,1,686,56
1,6,655,388
1,4,18,254
1,11,99,424
1,8,25,642
1,10,408,474
1,5,305,566
1,12,691,558
1,4,12,40
1,4,323,238
1,6,739,93
1,4,661,85
1,1,548,57
1,10,384,169
1,9,549,392
1,5,638,652
1,5,113,588
1,2,242,594
1,6,605,642
1,2,98,252
1,7,397,586
1,12,294,98
1,12,214,703
1,12,149,24
1,2,171,465
1,10,157,358
1,2,630,619
1,5,779,438
1,5,178,384
1,8,488,720
1,12,89,45
1,9,206,221
1,3,289,681
1,3,600,29
1,3,510,290
1,5,245,376
1,7,487,139
1,11,364,304
1,12,394,508
1,11,454,713
1,9,622,583
1,2,318,201
1,11,550,487
1,7,32,80
1,10,24,235
1,12,14,176
1,1,575,240
1,6,768,640
1,7,649,244
1,2,694,285
1,2,296,286
1,11,767,469
1,2,637,673
1,6,121,444
1,5,352,484
1,1,67,250
1,10,541,426
1,2,472,514
1,1,16,721
1,6,279,358
1,2,484,316
1,11,405,522
1,7,719,459
1,10,182,140
1,6,79,82
1,3,444,405
1,1,780,350
1,1,153,744
1,8,38,232
1,8,464,484
1,3,661,576
1,12,342,321
1,5,194,751
1,5,207,347
1,6,56,532
1,10,449,23
1,6,634,218
1,1,275,405
1,10,474,608
1,2,49,699
1,2,589,450
1,6,200,272
1,12,28,435
1,10,774,330
1,12,113,676
1,1,81,600
1,4,427,413
1,8,327,105
1,9,683,498
1,5,23,659
1,6,710,712
1,2,427,469
1,8,362,584
1,11,761,723
1,6,706,27
1,1,624,99
1,3,515,76
1,3,237,187
1,5,150,191
1,3,650,206
1,5,391,173
1,12,463,23
1,8,171,695
1,10,478,635
1,6,214,277
1,8,46,529
1,10,271,243
1,12,65,24
1,12,372,96
1,8,771,181
1,5,310,38
1,12,133,277
1,2,215,429
1,10,682,261
1,10,709,287
1,4,135,318
1,3,667,761
1,7,737,415
1,6,761,699
1,7,218,649
1,2,412,393
1,9,614,426
1,9,642,373
1,7,298,353
1,2,98,541
1,2,272,612
1,1,523,121
1,2,641,286
1,5,552,197
1,2,583,751
1,2,635,240
1,2,380,250
1,10,446,276
1,4,441,244
1,8,16,79
1,1,502,429
1,1,33,229
1,1,111,315
1,8,463,264
1,8,48,301
1,4,465,136
1,5,123,58
1,3,705,45
1,8,692,154
1,1,688,523
1,10,563,779
1,1,287,373
1,7,543,329
1,1,714,509
1,4,455,509
1,6,589,629
1,1,492,684
1,8,599,658
1,1,253,530
1,6,668,736
1,1,528,376
1,7,660,229
1,9,142,687
1,7,378,536
1,2,487,216
1,5,442,160
1,5,469,284
1,3,122,652
1,1,440,297
1,6,380,504
1,9,713,92
1,10,218,443
1,9,483,282
1,6,466,432
1,4,746,605
1,1,259,21
1,9,41,591
1,9,530,205
1,10,558,675
1,9,576,239
1,11,672,256
1,4,180,220
1,6,775,505
1,7,375,140
1,10,316,102
1,4,236,478
1,8,174,310
1,8,302,476
1,2,127,362
1,8,225,642
1,2,165,440
1,12,482,657
1,7,57,50
1,12,639,641
1,5,287,271
1,11,74,352
1,1,684,715
1,5,201,565
1,1,633,83
1,3,267,411
1,1,35,28
1,12,626,308
1,3,586,393
1,2,708,105
1,9,757,405
1,10,233,759
1,5,598,454
1,7,416,526
1,12,606,326
1,3,329,337
1,8,162,549
1,4,512,407
1,5,610,130
1,7,116,721
1,11,280,708
1,5,431,339
1,3,159,545
1,7,93,765
1,9,738,437
1,5,619,254
1,5,254,377
1,12,178,368
1,7,57,570
1,10,0,359
1,9,628,446
1,3,252,349
1,7,509,39
1,8,410,284
1,8,771,325
1,6,277,314
1,9,206,427
1,10,543,332
1,9,604,758
1,8,547,569
1,1,736,417
1,9,167,746
1,1,15,35
1,6,693,210
1,6,199,341
1,3,650,215
1,3,717,604
1,2,356,45
1,3,642,757
1,11,306,221
1,2,215,722
1,5,478,152
1,9,562,180
1,6,391,448
1,10,277,328
1,4,483,694
1,12,332,314
1,11,583,329
1,6,474,404
1,12,392,706
1,12,227,136
1,11,692,506
1,7,681,601
1,9,183,280
1,12,119,724
1,9,15,215
1,5,85,153
1,12,77,83
1,2,512,624
1,5,198,391
1,7,136,258
1,4,728,199
1,1,379,439
1,9,131,115
1,9,301,769
1,1,81,553
1,1,551,232
1,5,623,627
1,7,688,114
1,2,474,51
1,5,328,344
1,3,640,404
1,6,331,118
1,3,304,478
1,5,438,137
1,1,71,90
1,2,477,272
1,11,760,549
1,7,711,272
1,1,559,624
1,6,718,3
1,1,242,88
1,2,20,188
1,6,752,707
1,6,221,676
1,5,702,462
1,3,8,653
1,10,566,633
1,5,54,351
1,6,146,162
1,12,174,749
1,10,481,242
1,7,16,342
1,1,235,103
1,8,350,492
1,2,144,533
1,7,371,69
1,3,607,212
1,2,495,370
1,6,224,205
1,6,646,296
1,7,490,446
1,3,88,601
1,2,645,662
1,4,497,550
1,1,782,466
1,9,752,358
1,2,119,94
1,12,538,217
1,2,321,608
1,1,489,159
1,3,81,94
1,7,751,201
1,6,224,324
1,10,714,709
1,12,515,127
1,9,523,222
1,1,272,755
1,1,132,561
1,9,159,486
1,8,626,77
1,8,153,370
1,7,8,141
1,5,447,3
1,11,67,508
1,10,703,600
1,8,474,568
1,10,224,143
1,5,657,129
1,1,500,337
1,5,635,620
1,5,329,634
1,9,282,273
1,3,462,467
1,5,446,103
1,3,491,754
1,7,406,619
1,8,39,281
1,1,757,192
1,12,220,133
1,6,637,379
1,3,312,422
1,1,24,421
1,8,387,488
1,6,317,711
1,8,180,244
1,11,490,580
1,5,614,460
1,7,260,246
1,4,101,2
1,4,757,155
1,6,453,607
1,11,180,543
1,9,620,349
1,3,492,269
1,11,235,202
1,1,583,187
1,6,546,558
1,5,95,272
1,8,655,15
1,10,633,774
1,4,421,459
1,5,437,149
1,9,359,625
1,5,507,547
1,2,0,669
1,6,84,318
1,12,75,96
1,6,657,443
1,11,741,666
1,10,148,298
1,8,272,679
1,9,691,604
1,7,70,547
1,11,384,334
1,4,480,75
1,1,340,173
1,2,220,497
1,2,67,763
1,8,223,64
1,7,215,514
1,4,335,297
1,7,477,541
1,5,711,247
1,10,650,353
1,8,95,650
1,1,673,568
1,2,54,525
1,2,744,296
1,1,768,682
1,1,531,480
1,10,571,12
1,12,128,339
1,10,49,97
1,3,701,382
1,7,25,496
1,3,618,733
1,8,90,93
1,1,135,374
1,3,570,696
1,12,701,737
1,1,145,688
1,4,482,226
1,7,159,595
1,1,426,306
1,5,708,181
1,4,61,109
1,2,665,625
1,1,71,13
1,5,777,340
1,8,691,56
1,4,251,677
1,11,743,221
1,9,673,781
1,11,434,356
1,3,123,331
1,6,239,336
1,6,63,739
1,2,167,581
1,5,408,678
1,9,65,363
1,2,568,426
1,1,745,423
1,2,683,216
1,4,205,62
1,8,721,114
1,2,109,498
1,5,334,300
1,10,702,698
1,8,432,574
1,2,140,494
1,8,767,119
1,4,123,357
1,8,293,629
1,4,371,751
1,2,214,724
1,11,112,442
1,5,313,501
1,5,4,139
1,8,595,580
1,6,407,172
1,4,239,448
1,11,13,486
1,8,615,636
1,4,274,217
1,8,228,100
1,7,160,198
1,2,251,286
1,10,62,694
1,4,497,636
1,7,754,674
1,10,348,463
1,12,638,540
1,2,686,154
1,4,56,579
1,5,484,771
1,9,97,698
1,5,617,549
1,6,100,191
1,7,733,757
1,1,630,760
1,8,153,739
1,10,413,604
1,3,735,556
1,12,608,489
1,3,94,59
1,5,584,399
1,10,141,144
1,1,595,576
1,11,576,21
1,6,169,574
1,3,45,758
1,7,171,268
1,4,703,495
1,2,3,781
1,1,229,78
1,1,254,667
1,2,81,19
1,10,208,368
1,3,228,245
1,6,564,8
1,4,742,238
1,4,436,323
1,3,338,781
1,5,254,148
1,4,774,106
1,3,295,492
1,10,772,617
1,1,137,427
1,1,500,625
1,9,771,330
1,2,482,74
1,4,129,358
1,4,68,35
1,1,692,591
1,3,520,542
1,4,475,486
1,5,36,714
1,8,292,344
1,1,38,596
1,9,209,245
1,4,104,79
1,10,587,526
1,10,349,25
1,10,610,334
1,1,162,747
1,1,554,588
1,10,357,121
1,2,171,545
1,7,687,11
1,4,629,578
1,3,96,561
1,8,415,685
1,4,317,160
1,9,155,104
1,1,214,558
1,2,28,758
1,4,747,483
1,6,652,764
1,4,610,346
1,10,302,495
1,4,660,451
1,11,667,37
